source,destination,fare,total_distance,intermediate_station_count,stations_between,source_code,destination_code
Kalbadevi,CSMI-Airport - T2,60,23.623 km,16,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,KLBD,CSIA
Kalbadevi,Sahar Road,60,22.671 km,15,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,KLBD,SHRR
Kalbadevi,CSMI Airport-T1,60,20.948 km,14,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,KLBD,CIAD
Kalbadevi,Santacruz Metro,60,18.675 km,13,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,KLBD,STZM
Kalbadevi,Bandra Colony,50,17.675 km,12,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,KLBD,VIDN
Kalbadevi,Bandra-Kurla Complex,50,16.424 km,11,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,KLBD,BDRM
Kalbadevi,Dharavi,50,14.6 km,10,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,KLBD,DHAV
Kalbadevi,Shitala Devi Mandir,50,12.789 km,9,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,KLBD,SDIT
Kalbadevi,Dadar Metro,40,11.697 km,8,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,KLBD,DDRM
Kalbadevi,Siddhivinayak,40,9.704 km,7,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,KLBD,SIDV
Kalbadevi,Worli,40,8.078 km,6,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,KLBD,WOR
Kalbadevi,Acharya Atre Chowk,30,6.596 km,5,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,KLBD,ACA
Kalbadevi,Science Centre,30,5.755 km,4,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,KLBD,SCMU
Kalbadevi,Mahalaxmi Metro,20,4.387 km,3,Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,KLBD,MLXM
Kalbadevi,Jagannath Shankar Sheth Metro,20,3.3 km,2,Girgaon -> Grant Road Metro,KLBD,MCLM
Kalbadevi,Grant Road Metro,20,2.254 km,1,Girgaon,KLBD,GTRM
Kalbadevi,Girgaon,10,0.719 km,0,,KLBD,GIRG
Kalbadevi,Chhatrapati Shivaji Maharaj Terminus Metro,10,0.9 km,0,,KLBD,CSTM
Kalbadevi,Hutatma Chowk,10,1.84 km,1,Chhatrapati Shivaji Maharaj Terminus Metro,KLBD,HUC
Kalbadevi,Churchgate Metro,20,2.73 km,2,Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,KLBD,CHGM
Kalbadevi,Vidhan Bhavan,20,3.466 km,3,Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,KLBD,VIDB
Kalbadevi,Cuffe Parade,20,4.926 km,4,Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,KLBD,CUP
Chhatrapati Shivaji Maharaj Terminus Metro,Aarey JVLR,70,29.588 km,21,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,CSTM,ARYJ
Chhatrapati Shivaji Maharaj Terminus Metro,SEEPZ,70,28.106 km,20,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,CSTM,SEPZ
Chhatrapati Shivaji Maharaj Terminus Metro,MIDC-Andheri,70,26.863 km,19,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,CSTM,MIDC
Chhatrapati Shivaji Maharaj Terminus Metro,Marol Naka,70,25.637 km,18,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,CSTM,MNK
Chhatrapati Shivaji Maharaj Terminus Metro,CSMI-Airport - T2,60,24.523 km,17,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,CSTM,CSIA
Chhatrapati Shivaji Maharaj Terminus Metro,Sahar Road,60,23.571 km,16,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,CSTM,SHRR
Chhatrapati Shivaji Maharaj Terminus Metro,CSMI Airport-T1,60,21.848 km,15,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,CSTM,CIAD
Chhatrapati Shivaji Maharaj Terminus Metro,Santacruz Metro,60,19.575 km,14,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,CSTM,STZM
Chhatrapati Shivaji Maharaj Terminus Metro,Bandra Colony,60,18.575 km,13,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,CSTM,VIDN
Chhatrapati Shivaji Maharaj Terminus Metro,Bandra-Kurla Complex,50,17.324 km,12,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,CSTM,BDRM
Chhatrapati Shivaji Maharaj Terminus Metro,Dharavi,50,15.5 km,11,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,CSTM,DHAV
Chhatrapati Shivaji Maharaj Terminus Metro,Shitala Devi Mandir,50,13.689 km,10,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,CSTM,SDIT
Chhatrapati Shivaji Maharaj Terminus Metro,Dadar Metro,40,12.597 km,9,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,CSTM,DDRM
Chhatrapati Shivaji Maharaj Terminus Metro,Siddhivinayak,40,10.604 km,8,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,CSTM,SIDV
Chhatrapati Shivaji Maharaj Terminus Metro,Worli,40,8.978 km,7,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,CSTM,WOR
Chhatrapati Shivaji Maharaj Terminus Metro,Acharya Atre Chowk,30,7.496 km,6,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,CSTM,ACA
Chhatrapati Shivaji Maharaj Terminus Metro,Science Centre,30,6.655 km,5,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,CSTM,SCMU
Chhatrapati Shivaji Maharaj Terminus Metro,Mahalaxmi Metro,30,5.287 km,4,Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,CSTM,MLXM
Chhatrapati Shivaji Maharaj Terminus Metro,Jagannath Shankar Sheth Metro,20,4.2 km,3,Kalbadevi -> Girgaon -> Grant Road Metro,CSTM,MCLM
Chhatrapati Shivaji Maharaj Terminus Metro,Grant Road Metro,20,3.154 km,2,Kalbadevi -> Girgaon,CSTM,GTRM
Chhatrapati Shivaji Maharaj Terminus Metro,Girgaon,10,1.619 km,1,Kalbadevi,CSTM,GIRG
Chhatrapati Shivaji Maharaj Terminus Metro,Kalbadevi,10,0.9 km,0,,CSTM,KLBD
Chhatrapati Shivaji Maharaj Terminus Metro,Hutatma Chowk,10,0.94 km,0,,CSTM,HUC
Chhatrapati Shivaji Maharaj Terminus Metro,Churchgate Metro,10,1.83 km,1,Hutatma Chowk,CSTM,CHGM
Chhatrapati Shivaji Maharaj Terminus Metro,Vidhan Bhavan,20,2.566 km,2,Hutatma Chowk -> Churchgate Metro,CSTM,VIDB
Chhatrapati Shivaji Maharaj Terminus Metro,Cuffe Parade,20,4.026 km,3,Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,CSTM,CUP
Hutatma Chowk,Aarey JVLR,70,30.528 km,22,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,HUC,ARYJ
Hutatma Chowk,SEEPZ,70,29.046 km,21,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,HUC,SEPZ
Hutatma Chowk,MIDC-Andheri,70,27.803 km,20,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,HUC,MIDC
Hutatma Chowk,Marol Naka,70,26.577 km,19,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,HUC,MNK
Hutatma Chowk,CSMI-Airport - T2,70,25.463 km,18,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,HUC,CSIA
Hutatma Chowk,Sahar Road,60,24.511 km,17,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,HUC,SHRR
Hutatma Chowk,CSMI Airport-T1,60,22.788 km,16,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,HUC,CIAD
Hutatma Chowk,Santacruz Metro,60,20.515 km,15,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,HUC,STZM
Hutatma Chowk,Bandra Colony,60,19.515 km,14,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,HUC,VIDN
Hutatma Chowk,Bandra-Kurla Complex,60,18.264 km,13,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,HUC,BDRM
Hutatma Chowk,Dharavi,50,16.44 km,12,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,HUC,DHAV
Hutatma Chowk,Shitala Devi Mandir,50,14.629 km,11,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,HUC,SDIT
Hutatma Chowk,Dadar Metro,50,13.537 km,10,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,HUC,DDRM
Hutatma Chowk,Siddhivinayak,40,11.544 km,9,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,HUC,SIDV
Hutatma Chowk,Worli,40,9.918 km,8,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,HUC,WOR
Hutatma Chowk,Acharya Atre Chowk,40,8.436 km,7,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,HUC,ACA
Hutatma Chowk,Science Centre,30,7.595 km,6,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,HUC,SCMU
Hutatma Chowk,Mahalaxmi Metro,30,6.227 km,5,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,HUC,MLXM
Hutatma Chowk,Jagannath Shankar Sheth Metro,30,5.14 km,4,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro,HUC,MCLM
Hutatma Chowk,Grant Road Metro,20,4.094 km,3,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon,HUC,GTRM
Hutatma Chowk,Girgaon,20,2.559 km,2,Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi,HUC,GIRG
Hutatma Chowk,Kalbadevi,10,1.84 km,1,Chhatrapati Shivaji Maharaj Terminus Metro,HUC,KLBD
Hutatma Chowk,Chhatrapati Shivaji Maharaj Terminus Metro,10,0.94 km,0,,HUC,CSTM
Hutatma Chowk,Churchgate Metro,10,0.89 km,0,,HUC,CHGM
Hutatma Chowk,Vidhan Bhavan,10,1.626 km,1,Churchgate Metro,HUC,VIDB
Hutatma Chowk,Cuffe Parade,20,3.086 km,2,Churchgate Metro -> Vidhan Bhavan,HUC,CUP
Churchgate Metro,Aarey JVLR,70,31.418 km,23,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,CHGM,ARYJ
Churchgate Metro,SEEPZ,70,29.936 km,22,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,CHGM,SEPZ
Churchgate Metro,MIDC-Andheri,70,28.693 km,21,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,CHGM,MIDC
Churchgate Metro,Marol Naka,70,27.467 km,20,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,CHGM,MNK
Churchgate Metro,CSMI-Airport - T2,70,26.353 km,19,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,CHGM,CSIA
Churchgate Metro,Sahar Road,70,25.401 km,18,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,CHGM,SHRR
Churchgate Metro,CSMI Airport-T1,60,23.678 km,17,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,CHGM,CIAD
Churchgate Metro,Santacruz Metro,60,21.405 km,16,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,CHGM,STZM
Churchgate Metro,Bandra Colony,60,20.405 km,15,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,CHGM,VIDN
Churchgate Metro,Bandra-Kurla Complex,60,19.154 km,14,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,CHGM,BDRM
Churchgate Metro,Dharavi,50,17.33 km,13,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,CHGM,DHAV
Churchgate Metro,Shitala Devi Mandir,50,15.519 km,12,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,CHGM,SDIT
Churchgate Metro,Dadar Metro,50,14.427 km,11,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,CHGM,DDRM
Churchgate Metro,Siddhivinayak,50,12.434 km,10,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,CHGM,SIDV
Churchgate Metro,Worli,40,10.808 km,9,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,CHGM,WOR
Churchgate Metro,Acharya Atre Chowk,40,9.326 km,8,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,CHGM,ACA
Churchgate Metro,Science Centre,40,8.485 km,7,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,CHGM,SCMU
Churchgate Metro,Mahalaxmi Metro,30,7.117 km,6,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,CHGM,MLXM
